stt, month ,make,importer_type,fuel_type,vehicle_type,number,,
373, 2016-02 ,MASERATI,,Petrol,Hatchback,0,,
374, 2016-02 ,MASERATI,,Diesel,Hatchback,0,,
375, 2016-02 ,MAZDA,,Petrol,Hatchback,31,,
376, 2016-02 ,MAZDA,,Diesel,Hatchback,0,,
377, 2016-02 ,Mclaren,,Petrol,Hatchback,0,,
378, 2016-02 ,MERCEDES BENZ,,Petrol,Hatchback,58,,
379, 2016-02 ,MERCEDES BENZ,,Diesel,Hatchback,0,,
380, 2016-02 ,MERCEDES BENZ,,Others,Hatchback,0,,
381, 2016-02 ,MINI,,Petrol,Hatchback,24,,
382, 2016-02 ,MINI,,Diesel,Hatchback,1,,
383, 2016-02 ,MITSUBISHI,,Petrol,Hatchback,0,,
384, 2016-02 ,MITSUBISHI,,Others,Hatchback,0,,
385, 2016-02 ,NISSAN,,Petrol,Hatchback,72,,
386, 2016-02 ,NISSAN,,Others,Hatchback,0,,
387, 2016-02 ,OPEL,,Petrol,Hatchback,0,,
388, 2016-02 ,PERODUA,,Petrol,Hatchback,1,,
389, 2016-02 ,PEUGEOT,,Petrol,Hatchback,11,,
390, 2016-02 ,PEUGEOT,,Diesel,Hatchback,0,,
391, 2016-02 ,PORSCHE,,Petrol,Hatchback,1,,
392, 2016-02 ,PORSCHE,,Diesel,Hatchback,0,,
393, 2016-02 ,RENAULT,,Petrol,Hatchback,0,,
394, 2016-02 ,RENAULT,,Diesel,Hatchback,3,,
395, 2016-02 ,ROLLS ROYCE,,Petrol,Hatchback,0,,
396, 2016-02 ,SSANGYONG,,Petrol,Hatchback,0,,
397, 2016-02 ,SSANGYONG,,Diesel,Hatchback,0,,
398, 2016-02 ,SUBARU,,Petrol,Hatchback,0,,
399, 2016-02 ,SUZUKI,,Petrol,Hatchback,28,,
400, 2016-02 ,TESLA,,Others,Hatchback,1,,
401, 2016-02 ,TOYOTA,,Petrol,Hatchback,0,,
402, 2016-02 ,TOYOTA,,Diesel,Hatchback,0,,
403, 2016-02 ,TOYOTA,,Others,Hatchback,19,,
404, 2016-02 ,TRIUMPH,,Petrol,Hatchback,0,,
405, 2016-02 ,VOLKSWAGEN,,Petrol,Hatchback,106,,
406, 2016-02 ,VOLKSWAGEN,,Diesel,Hatchback,0,,
407, 2016-02 ,VOLVO,,Petrol,Hatchback,18,,
408, 2016-02 ,VOLVO,,Diesel,Hatchback,0,,
409, 2016-02 ,ALFA ROMEO,,Petrol,Sedan,0,,
410, 2016-02 ,ALPINA,,Petrol,Sedan,2,,
411, 2016-02 ,ASTON MARTIN,,Petrol,Sedan,0,,
412, 2016-02 ,AUDI,,Petrol,Sedan,113,,
413, 2016-02 ,B.M.W.,,Petrol,Sedan,231,,
414, 2016-02 ,B.M.W.,,Diesel,Sedan,0,,
415, 2016-02 ,B.M.W.,,Others,Sedan,0,,
416, 2016-02 ,BENTLEY,,Petrol,Sedan,1,,
417, 2016-02 ,CHERY,,Petrol,Sedan,0,,
418, 2016-02 ,CHEVROLET,,Petrol,Sedan,30,,
419, 2016-02 ,CHRYSLER,,Diesel,Sedan,0,,
420, 2016-02 ,CITROEN,,Petrol,Sedan,0,,
421, 2016-02 ,CITROEN,,Diesel,Sedan,0,,
422, 2016-02 ,DAIHATSU,,Petrol,Sedan,0,,
423, 2016-02 ,FERRARI,,Petrol,Sedan,0,,
424, 2016-02 ,FIAT,,Petrol,Sedan,0,,
425, 2016-02 ,FORD,,Petrol,Sedan,7,,
426, 2016-02 ,HONDA,,Petrol,Sedan,76,,
427, 2016-02 ,HONDA,,Others,Sedan,1,,
428, 2016-02 ,HYUNDAI,,Petrol,Sedan,294,,
429, 2016-02 ,HYUNDAI,,Diesel,Sedan,0,,
430, 2016-02 ,INFINITI,,Petrol,Sedan,23,,
431, 2016-02 ,JAGUAR,,Petrol,Sedan,29,,
432, 2016-02 ,JAGUAR,,Diesel,Sedan,15,,
433, 2016-02 ,JEEP,,Petrol,Sedan,0,,
434, 2016-02 ,KIA,,Petrol,Sedan,157,,
435, 2016-02 ,KIA,,Diesel,Sedan,0,,
436, 2016-02 ,KOENIGSEGG,,Petrol,Sedan,0,,
437, 2016-02 ,LAMBORGHINI,,Petrol,Sedan,0,,
438, 2016-02 ,LAND ROVER,,Petrol,Sedan,0,,
439, 2016-02 ,LAND ROVER,,Diesel,Sedan,0,,
440, 2016-02 ,M.G.,,Petrol,Sedan,0,,
441, 2016-02 ,MASERATI,,Petrol,Sedan,3,,
442, 2016-02 ,MASERATI,,Diesel,Sedan,1,,
443, 2016-02 ,MAZDA,,Petrol,Sedan,273,,
444, 2016-02 ,MAZDA,,Diesel,Sedan,0,,
445, 2016-02 ,Mclaren,,Petrol,Sedan,0,,
446, 2016-02 ,MERCEDES BENZ,,Petrol,Sedan,196,,
447, 2016-02 ,MERCEDES BENZ,,Diesel,Sedan,1,,
448, 2016-02 ,MERCEDES BENZ,,Others,Sedan,0,,
449, 2016-02 ,MINI,,Petrol,Sedan,0,,
450, 2016-02 ,MINI,,Diesel,Sedan,0,,
451, 2016-02 ,MITSUBISHI,,Petrol,Sedan,59,,
452, 2016-02 ,MITSUBISHI,,Others,Sedan,0,,
453, 2016-02 ,NISSAN,,Petrol,Sedan,170,,
454, 2016-02 ,NISSAN,,Others,Sedan,0,,
455, 2016-02 ,OPEL,,Petrol,Sedan,5,,
456, 2016-02 ,PERODUA,,Petrol,Sedan,0,,
457, 2016-02 ,PEUGEOT,,Petrol,Sedan,1,,
458, 2016-02 ,PEUGEOT,,Diesel,Sedan,15,,
459, 2016-02 ,PORSCHE,,Petrol,Sedan,2,,
460, 2016-02 ,PORSCHE,,Diesel,Sedan,0,,
461, 2016-02 ,RENAULT,,Petrol,Sedan,0,,
462, 2016-02 ,RENAULT,,Diesel,Sedan,23,,
463, 2016-02 ,ROLLS ROYCE,,Petrol,Sedan,0,,
464, 2016-02 ,SSANGYONG,,Petrol,Sedan,0,,
465, 2016-02 ,SSANGYONG,,Diesel,Sedan,0,,
466, 2016-02 ,SUBARU,,Petrol,Sedan,3,,
467, 2016-02 ,SUZUKI,,Petrol,Sedan,13,,
468, 2016-02 ,TESLA,,Others,Sedan,0,,
469, 2016-02 ,TOYOTA,,Petrol,Sedan,548,,
470, 2016-02 ,TOYOTA,,Diesel,Sedan,0,,
471, 2016-02 ,TOYOTA,,Others,Sedan,10,,
472, 2016-02 ,TRIUMPH,,Petrol,Sedan,0,,
473, 2016-02 ,VOLKSWAGEN,,Petrol,Sedan,76,,
474, 2016-02 ,VOLKSWAGEN,,Diesel,Sedan,0,,
475, 2016-02 ,VOLVO,,Petrol,Sedan,62,,
476, 2016-02 ,VOLVO,,Diesel,Sedan,10,,
477, 2016-02 ,ALFA ROMEO,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
478, 2016-02 ,ALPINA,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
479, 2016-02 ,ASTON MARTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
480, 2016-02 ,AUDI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
481, 2016-02 ,B.M.W.,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
482, 2016-02 ,B.M.W.,,Diesel,Multi-purpose Vehicle/Station-wagon,21,,
483, 2016-02 ,B.M.W.,,Others,Multi-purpose Vehicle/Station-wagon,0,,
484, 2016-02 ,BENTLEY,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
485, 2016-02 ,CHERY,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
486, 2016-02 ,CHEVROLET,,Petrol,Multi-purpose Vehicle/Station-wagon,20,,
487, 2016-02 ,CHRYSLER,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
488, 2016-02 ,CITROEN,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
489, 2016-02 ,CITROEN,,Diesel,Multi-purpose Vehicle/Station-wagon,51,,
490, 2016-02 ,DAIHATSU,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
491, 2016-02 ,FERRARI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
492, 2016-02 ,FIAT,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
493, 2016-02 ,FORD,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
494, 2016-02 ,HONDA,,Petrol,Multi-purpose Vehicle/Station-wagon,136,,
495, 2016-02 ,HONDA,,Others,Multi-purpose Vehicle/Station-wagon,1,,
496, 2016-02 ,HYUNDAI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
497, 2016-02 ,HYUNDAI,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
498, 2016-02 ,INFINITI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
499, 2016-02 ,JAGUAR,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
500, 2016-02 ,JAGUAR,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
501, 2016-02 ,JEEP,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
502, 2016-02 ,KIA,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
503, 2016-02 ,KIA,,Diesel,Multi-purpose Vehicle/Station-wagon,8,,
504, 2016-02 ,KOENIGSEGG,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
505, 2016-02 ,LAMBORGHINI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
506, 2016-02 ,LAND ROVER,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
507, 2016-02 ,LAND ROVER,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
508, 2016-02 ,M.G.,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
509, 2016-02 ,MASERATI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
510, 2016-02 ,MASERATI,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
511, 2016-02 ,MAZDA,,Petrol,Multi-purpose Vehicle/Station-wagon,105,,
512, 2016-02 ,MAZDA,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
513, 2016-02 ,Mclaren,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
514, 2016-02 ,MERCEDES BENZ,,Petrol,Multi-purpose Vehicle/Station-wagon,25,,
515, 2016-02 ,MERCEDES BENZ,,Diesel,Multi-purpose Vehicle/Station-wagon,2,,
516, 2016-02 ,MERCEDES BENZ,,Others,Multi-purpose Vehicle/Station-wagon,0,,
517, 2016-02 ,MINI,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
518, 2016-02 ,MINI,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
519, 2016-02 ,MITSUBISHI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
520, 2016-02 ,MITSUBISHI,,Others,Multi-purpose Vehicle/Station-wagon,0,,
521, 2016-02 ,NISSAN,,Petrol,Multi-purpose Vehicle/Station-wagon,5,,
522, 2016-02 ,NISSAN,,Others,Multi-purpose Vehicle/Station-wagon,8,,
523, 2016-02 ,OPEL,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
524, 2016-02 ,PERODUA,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
525, 2016-02 ,PEUGEOT,,Petrol,Multi-purpose Vehicle/Station-wagon,12,,
526, 2016-02 ,PEUGEOT,,Diesel,Multi-purpose Vehicle/Station-wagon,11,,
527, 2016-02 ,PORSCHE,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
528, 2016-02 ,PORSCHE,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
529, 2016-02 ,RENAULT,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
530, 2016-02 ,RENAULT,,Diesel,Multi-purpose Vehicle/Station-wagon,7,,
531, 2016-02 ,ROLLS ROYCE,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
532, 2016-02 ,SSANGYONG,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
533, 2016-02 ,SSANGYONG,,Diesel,Multi-purpose Vehicle/Station-wagon,6,,
534, 2016-02 ,SUBARU,,Petrol,Multi-purpose Vehicle/Station-wagon,16,,
535, 2016-02 ,SUZUKI,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
536, 2016-02 ,TESLA,,Others,Multi-purpose Vehicle/Station-wagon,0,,
537, 2016-02 ,TOYOTA,,Petrol,Multi-purpose Vehicle/Station-wagon,312,,
538, 2016-02 ,TOYOTA,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
539, 2016-02 ,TOYOTA,,Others,Multi-purpose Vehicle/Station-wagon,5,,
540, 2016-02 ,TRIUMPH,,Petrol,Multi-purpose Vehicle/Station-wagon,0,,
541, 2016-02 ,VOLKSWAGEN,,Petrol,Multi-purpose Vehicle/Station-wagon,7,,
542, 2016-02 ,VOLKSWAGEN,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
543, 2016-02 ,VOLVO,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
544, 2016-02 ,VOLVO,,Diesel,Multi-purpose Vehicle/Station-wagon,0,,
545, 2016-02 ,ALFA ROMEO,,Petrol,Sports Utility Vehicle,0,,
546, 2016-02 ,ALPINA,,Petrol,Sports Utility Vehicle,0,,
547, 2016-02 ,ASTON MARTIN,,Petrol,Sports Utility Vehicle,0,,
548, 2016-02 ,AUDI,,Petrol,Sports Utility Vehicle,30,,
549, 2016-02 ,B.M.W.,,Petrol,Sports Utility Vehicle,55,,
550, 2016-02 ,B.M.W.,,Diesel,Sports Utility Vehicle,1,,
551, 2016-02 ,B.M.W.,,Others,Sports Utility Vehicle,0,,
552, 2016-02 ,BENTLEY,,Petrol,Sports Utility Vehicle,0,,
553, 2016-02 ,CHERY,,Petrol,Sports Utility Vehicle,0,,
554, 2016-02 ,CHEVROLET,,Petrol,Sports Utility Vehicle,1,,
555, 2016-02 ,CHRYSLER,,Diesel,Sports Utility Vehicle,0,,
556, 2016-02 ,CITROEN,,Petrol,Sports Utility Vehicle,4,,
557, 2016-02 ,CITROEN,,Diesel,Sports Utility Vehicle,0,,
558, 2016-02 ,DAIHATSU,,Petrol,Sports Utility Vehicle,0,,
559, 2016-02 ,FERRARI,,Petrol,Sports Utility Vehicle,0,,
560, 2016-02 ,FIAT,,Petrol,Sports Utility Vehicle,0,,
561, 2016-02 ,FORD,,Petrol,Sports Utility Vehicle,0,,
562, 2016-02 ,HONDA,,Petrol,Sports Utility Vehicle,583,,
563, 2016-02 ,HONDA,,Others,Sports Utility Vehicle,34,,
564, 2016-02 ,HYUNDAI,,Petrol,Sports Utility Vehicle,15,,
565, 2016-02 ,HYUNDAI,,Diesel,Sports Utility Vehicle,1,,
566, 2016-02 ,INFINITI,,Petrol,Sports Utility Vehicle,0,,
567, 2016-02 ,JAGUAR,,Petrol,Sports Utility Vehicle,0,,
568, 2016-02 ,JAGUAR,,Diesel,Sports Utility Vehicle,0,,
569, 2016-02 ,JEEP,,Petrol,Sports Utility Vehicle,0,,
570, 2016-02 ,KIA,,Petrol,Sports Utility Vehicle,2,,
571, 2016-02 ,KIA,,Diesel,Sports Utility Vehicle,12,,
572, 2016-02 ,KOENIGSEGG,,Petrol,Sports Utility Vehicle,0,,
573, 2016-02 ,LAMBORGHINI,,Petrol,Sports Utility Vehicle,0,,
574, 2016-02 ,LAND ROVER,,Petrol,Sports Utility Vehicle,22,,
575, 2016-02 ,LAND ROVER,,Diesel,Sports Utility Vehicle,3,,
576, 2016-02 ,M.G.,,Petrol,Sports Utility Vehicle,0,,
577, 2016-02 ,MASERATI,,Petrol,Sports Utility Vehicle,0,,
578, 2016-02 ,MASERATI,,Diesel,Sports Utility Vehicle,0,,
579, 2016-02 ,MAZDA,,Petrol,Sports Utility Vehicle,25,,
580, 2016-02 ,MAZDA,,Diesel,Sports Utility Vehicle,0,,
581, 2016-02 ,Mclaren,,Petrol,Sports Utility Vehicle,0,,
582, 2016-02 ,MERCEDES BENZ,,Petrol,Sports Utility Vehicle,71,,
583, 2016-02 ,MERCEDES BENZ,,Diesel,Sports Utility Vehicle,0,,
584, 2016-02 ,MERCEDES BENZ,,Others,Sports Utility Vehicle,0,,
585, 2016-02 ,MINI,,Petrol,Sports Utility Vehicle,0,,
586, 2016-02 ,MINI,,Diesel,Sports Utility Vehicle,0,,
587, 2016-02 ,MITSUBISHI,,Petrol,Sports Utility Vehicle,50,,
588, 2016-02 ,MITSUBISHI,,Others,Sports Utility Vehicle,0,,
589, 2016-02 ,NISSAN,,Petrol,Sports Utility Vehicle,335,,
590, 2016-02 ,NISSAN,,Others,Sports Utility Vehicle,0,,
591, 2016-02 ,OPEL,,Petrol,Sports Utility Vehicle,0,,
592, 2016-02 ,PERODUA,,Petrol,Sports Utility Vehicle,0,,
593, 2016-02 ,PEUGEOT,,Petrol,Sports Utility Vehicle,0,,
594, 2016-02 ,PEUGEOT,,Diesel,Sports Utility Vehicle,15,,
595, 2016-02 ,PORSCHE,,Petrol,Sports Utility Vehicle,30,,
596, 2016-02 ,PORSCHE,,Diesel,Sports Utility Vehicle,8,,
597, 2016-02 ,RENAULT,,Petrol,Sports Utility Vehicle,0,,
598, 2016-02 ,RENAULT,,Diesel,Sports Utility Vehicle,13,,
599, 2016-02 ,ROLLS ROYCE,,Petrol,Sports Utility Vehicle,0,,
600, 2016-02 ,SSANGYONG,,Petrol,Sports Utility Vehicle,26,,
601, 2016-02 ,SSANGYONG,,Diesel,Sports Utility Vehicle,0,,
602, 2016-02 ,SUBARU,,Petrol,Sports Utility Vehicle,160,,
603, 2016-02 ,SUZUKI,,Petrol,Sports Utility Vehicle,0,,
604, 2016-02 ,TESLA,,Others,Sports Utility Vehicle,0,,
605, 2016-02 ,TOYOTA,,Petrol,Sports Utility Vehicle,260,,
606, 2016-02 ,TOYOTA,,Diesel,Sports Utility Vehicle,0,,
607, 2016-02 ,TOYOTA,,Others,Sports Utility Vehicle,2,,
608, 2016-02 ,TRIUMPH,,Petrol,Sports Utility Vehicle,0,,
609, 2016-02 ,VOLKSWAGEN,,Petrol,Sports Utility Vehicle,20,,
610, 2016-02 ,VOLKSWAGEN,,Diesel,Sports Utility Vehicle,0,,
611, 2016-02 ,VOLVO,,Petrol,Sports Utility Vehicle,17,,
612, 2016-02 ,VOLVO,,Diesel,Sports Utility Vehicle,1,,
613, 2016-02 ,ALFA ROMEO,,Petrol,Coupe/ Convertible,0,,
614, 2016-02 ,ALPINA,,Petrol,Coupe/ Convertible,1,,
615, 2016-02 ,ASTON MARTIN,,Petrol,Coupe/ Convertible,0,,
616, 2016-02 ,AUDI,,Petrol,Coupe/ Convertible,1,,
617, 2016-02 ,B.M.W.,,Petrol,Coupe/ Convertible,14,,
618, 2016-02 ,B.M.W.,,Diesel,Coupe/ Convertible,0,,
619, 2016-02 ,B.M.W.,,Others,Coupe/ Convertible,3,,
620, 2016-02 ,BENTLEY,,Petrol,Coupe/ Convertible,3,,
621, 2016-02 ,CHERY,,Petrol,Coupe/ Convertible,0,,
622, 2016-02 ,CHEVROLET,,Petrol,Coupe/ Convertible,1,,
623, 2016-02 ,CHRYSLER,,Diesel,Coupe/ Convertible,0,,
624, 2016-02 ,CITROEN,,Petrol,Coupe/ Convertible,0,,
625, 2016-02 ,CITROEN,,Diesel,Coupe/ Convertible,0,,
626, 2016-02 ,DAIHATSU,,Petrol,Coupe/ Convertible,1,,
627, 2016-02 ,FERRARI,,Petrol,Coupe/ Convertible,9,,
628, 2016-02 ,FIAT,,Petrol,Coupe/ Convertible,0,,
629, 2016-02 ,FORD,,Petrol,Coupe/ Convertible,0,,
630, 2016-02 ,HONDA,,Petrol,Coupe/ Convertible,0,,
631, 2016-02 ,HONDA,,Others,Coupe/ Convertible,0,,
632, 2016-02 ,HYUNDAI,,Petrol,Coupe/ Convertible,4,,
633, 2016-02 ,HYUNDAI,,Diesel,Coupe/ Convertible,0,,
634, 2016-02 ,INFINITI,,Petrol,Coupe/ Convertible,0,,
635, 2016-02 ,JAGUAR,,Petrol,Coupe/ Convertible,1,,
636, 2016-02 ,JAGUAR,,Diesel,Coupe/ Convertible,0,,
637, 2016-02 ,JEEP,,Petrol,Coupe/ Convertible,0,,
638, 2016-02 ,KIA,,Petrol,Coupe/ Convertible,0,,
639, 2016-02 ,KIA,,Diesel,Coupe/ Convertible,0,,
640, 2016-02 ,KOENIGSEGG,,Petrol,Coupe/ Convertible,0,,
641, 2016-02 ,LAMBORGHINI,,Petrol,Coupe/ Convertible,1,,
642, 2016-02 ,LAND ROVER,,Petrol,Coupe/ Convertible,0,,
643, 2016-02 ,LAND ROVER,,Diesel,Coupe/ Convertible,0,,
644, 2016-02 ,M.G.,,Petrol,Coupe/ Convertible,0,,
645, 2016-02 ,MASERATI,,Petrol,Coupe/ Convertible,1,,
646, 2016-02 ,MASERATI,,Diesel,Coupe/ Convertible,0,,
647, 2016-02 ,MAZDA,,Petrol,Coupe/ Convertible,4,,
648, 2016-02 ,MAZDA,,Diesel,Coupe/ Convertible,0,,
649, 2016-02 ,Mclaren,,Petrol,Coupe/ Convertible,0,,
650, 2016-02 ,MERCEDES BENZ,,Petrol,Coupe/ Convertible,47,,
651, 2016-02 ,MERCEDES BENZ,,Diesel,Coupe/ Convertible,0,,
652, 2016-02 ,MERCEDES BENZ,,Others,Coupe/ Convertible,0,,
653, 2016-02 ,MINI,,Petrol,Coupe/ Convertible,0,,
654, 2016-02 ,MINI,,Diesel,Coupe/ Convertible,0,,
655, 2016-02 ,MITSUBISHI,,Petrol,Coupe/ Convertible,0,,
656, 2016-02 ,MITSUBISHI,,Others,Coupe/ Convertible,0,,
657, 2016-02 ,NISSAN,,Petrol,Coupe/ Convertible,0,,
658, 2016-02 ,NISSAN,,Others,Coupe/ Convertible,0,,
659, 2016-02 ,OPEL,,Petrol,Coupe/ Convertible,0,,
660, 2016-02 ,PERODUA,,Petrol,Coupe/ Convertible,0,,
661, 2016-02 ,PEUGEOT,,Petrol,Coupe/ Convertible,0,,
662, 2016-02 ,PEUGEOT,,Diesel,Coupe/ Convertible,0,,
663, 2016-02 ,PORSCHE,,Petrol,Coupe/ Convertible,8,,
664, 2016-02 ,PORSCHE,,Diesel,Coupe/ Convertible,0,,
665, 2016-02 ,RENAULT,,Petrol,Coupe/ Convertible,0,,
666, 2016-02 ,RENAULT,,Diesel,Coupe/ Convertible,0,,
667, 2016-02 ,ROLLS ROYCE,,Petrol,Coupe/ Convertible,1,,
668, 2016-02 ,SSANGYONG,,Petrol,Coupe/ Convertible,0,,
669, 2016-02 ,SSANGYONG,,Diesel,Coupe/ Convertible,0,,
670, 2016-02 ,SUBARU,,Petrol,Coupe/ Convertible,2,,
671, 2016-02 ,SUZUKI,,Petrol,Coupe/ Convertible,0,,
672, 2016-02 ,TESLA,,Others,Coupe/ Convertible,0,,
673, 2016-02 ,TOYOTA,,Petrol,Coupe/ Convertible,2,,
674, 2016-02 ,TOYOTA,,Diesel,Coupe/ Convertible,0,,
675, 2016-02 ,TOYOTA,,Others,Coupe/ Convertible,0,,
676, 2016-02 ,TRIUMPH,,Petrol,Coupe/ Convertible,0,,
677, 2016-02 ,VOLKSWAGEN,,Petrol,Coupe/ Convertible,1,,
678, 2016-02 ,VOLKSWAGEN,,Diesel,Coupe/ Convertible,0,,
679, 2016-02 ,VOLVO,,Petrol,Coupe/ Convertible,1,,
680, 2016-02 ,VOLVO,,Diesel,Coupe/ Convertible,0,,
681, 2016-03 ,ALFA ROMEO,,Petrol,Hatchback,4,,
682, 2016-03 ,ALPINA,,Petrol,Hatchback,0,,
683, 2016-03 ,ASTON MARTIN,,Petrol,Hatchback,0,,
684, 2016-03 ,AUDI,,Petrol,Hatchback,24,,
685, 2016-03 ,B.M.W.,,Petrol,Hatchback,4,,
686, 2016-03 ,B.M.W.,,Diesel,Hatchback,67,,
687, 2016-03 ,B.M.W.,,Others,Hatchback,0,,
688, 2016-03 ,BENTLEY,,Petrol,Hatchback,0,,
689, 2016-03 ,CHERY,,Petrol,Hatchback,0,,
690, 2016-03 ,CHEVROLET,,Petrol,Hatchback,0,,
691, 2016-03 ,CHRYSLER,,Diesel,Hatchback,0,,
692, 2016-03 ,CITROEN,,Petrol,Hatchback,1,,
693, 2016-03 ,CITROEN,,Diesel,Hatchback,0,,
694, 2016-03 ,DAIHATSU,,Petrol,Hatchback,0,,
695, 2016-03 ,FERRARI,,Petrol,Hatchback,0,,
696, 2016-03 ,FIAT,,Petrol,Hatchback,1,,
697, 2016-03 ,FORD,,Petrol,Hatchback,14,,
698, 2016-03 ,HONDA,,Petrol,Hatchback,183,,
699, 2016-03 ,HONDA,,Others,Hatchback,0,,
700, 2016-03 ,HYUNDAI,,Petrol,Hatchback,6,,
701, 2016-03 ,HYUNDAI,,Diesel,Hatchback,0,,
702, 2016-03 ,INFINITI,,Petrol,Hatchback,0,,
703, 2016-03 ,JAGUAR,,Petrol,Hatchback,0,,
704, 2016-03 ,JAGUAR,,Diesel,Hatchback,0,,
705, 2016-03 ,JEEP,,Petrol,Hatchback,0,,
706, 2016-03 ,KIA,,Petrol,Hatchback,0,,
707, 2016-03 ,KIA,,Diesel,Hatchback,0,,
708, 2016-03 ,KOENIGSEGG,,Petrol,Hatchback,0,,
709, 2016-03 ,LAMBORGHINI,,Petrol,Hatchback,0,,
710, 2016-03 ,LAND ROVER,,Petrol,Hatchback,0,,
711, 2016-03 ,LAND ROVER,,Diesel,Hatchback,0,,
712, 2016-03 ,M.G.,,Petrol,Hatchback,0,,
713, 2016-03 ,MASERATI,,Petrol,Hatchback,0,,
714, 2016-03 ,MASERATI,,Diesel,Hatchback,0,,
715, 2016-03 ,MAZDA,,Petrol,Hatchback,62,,
716, 2016-03 ,MAZDA,,Diesel,Hatchback,0,,
717, 2016-03 ,Mclaren,,Petrol,Hatchback,0,,
718, 2016-03 ,MERCEDES BENZ,,Petrol,Hatchback,123,,
719, 2016-03 ,MERCEDES BENZ,,Diesel,Hatchback,0,,
720, 2016-03 ,MERCEDES BENZ,,Others,Hatchback,0,,
721, 2016-03 ,MINI,,Petrol,Hatchback,22,,
722, 2016-03 ,MINI,,Diesel,Hatchback,1,,
723, 2016-03 ,MITSUBISHI,,Petrol,Hatchback,0,,
724, 2016-03 ,MITSUBISHI,,Others,Hatchback,0,,
725, 2016-03 ,NISSAN,,Petrol,Hatchback,64,,
726, 2016-03 ,NISSAN,,Others,Hatchback,0,,
727, 2016-03 ,OPEL,,Petrol,Hatchback,0,,
728, 2016-03 ,PERODUA,,Petrol,Hatchback,4,,
729, 2016-03 ,PEUGEOT,,Petrol,Hatchback,6,,
730, 2016-03 ,PEUGEOT,,Diesel,Hatchback,0,,
731, 2016-03 ,PORSCHE,,Petrol,Hatchback,0,,
732, 2016-03 ,PORSCHE,,Diesel,Hatchback,0,,
733, 2016-03 ,RENAULT,,Petrol,Hatchback,0,,
734, 2016-03 ,RENAULT,,Diesel,Hatchback,1,,
735, 2016-03 ,ROLLS ROYCE,,Petrol,Hatchback,0,,
736, 2016-03 ,SSANGYONG,,Petrol,Hatchback,0,,
737, 2016-03 ,SSANGYONG,,Diesel,Hatchback,0,,
738, 2016-03 ,SUBARU,,Petrol,Hatchback,1,,
739, 2016-03 ,SUZUKI,,Petrol,Hatchback,34,,
740, 2016-03 ,TESLA,,Others,Hatchback,0,,
741, 2016-03 ,TOYOTA,,Petrol,Hatchback,1,,
742, 2016-03 ,TOYOTA,,Diesel,Hatchback,0,,
743, 2016-03 ,TOYOTA,,Others,Hatchback,33,,
744, 2016-03 ,TRIUMPH,,Petrol,Hatchback,0,,
745, 2016-03 ,VOLKSWAGEN,,Petrol,Hatchback,161,,
746, 2016-03 ,VOLKSWAGEN,,Diesel,Hatchback,0,,
747, 2016-03 ,VOLVO,,Petrol,Hatchback,33,,
